Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,is_ai_related
Sedar: Obtaining High-Quality Seeds for DBMS Fuzzing via Cross-DBMS SQL Transfer,J. Fu; J. Liang; Z. Wu; Y. Jiang,"KLISS, BNRist, School of Software, Tsinghua University, China; KLISS, BNRist, School of Software, Tsinghua University, China; KLISS, BNRist, School of Software, Tsinghua University, China; KLISS, BNRist, School of Software, Tsinghua University, China",2024 IEEE/ACM 46th International Conference on Software Engineering (ICSE),14 Jun 2024,2024,,,1799,1810,"Effective DBMS fuzzing relies on high-quality initial seeds, which serve as the starting point for mutation. These initial seeds should incorporate various DBMS features to explore the state space thoroughly. While built-in test cases are typically used as initial seeds, many DBMSs lack comprehensive test cases, making it difficult to apply state-of-the-art fuzzing techniques directly. To address this, we propose Sedar which produces initial seeds for a target DBMS by transferring test cases from other DBMSs. The underlying insight is that many DBMSs share similar functionalities, allowing seeds that cover deep execution paths in one DBMS to be adapted for other DBMSs. The challenge lies in converting these seeds to a format supported by the grammar of the target database. Sedar follows a three-step process to generate seeds. First, it executes existing SQL test cases within the DBMS they were designed for and captures the schema information during execution. Second, it utilizes large language models (LLMs) along with the captured schema information to guide the generation of new test cases based on the responses from the LLM. Lastly, to ensure that the test cases can be properly parsed and mutated by fuzzers, Sedar temporarily comments out unparsable sections for the fuzzers and uncomments them after mutation. We integrate Sedar into the DBMS fuzzers SQUIRREL and Griffin, targeting DBMSs such as Virtuoso, Mon-etDB, DuckDB, and ClickHouse. Evaluation results demonstrate significant improvements in both fuzzers. Specifically, compared to SQUIRREL and Griffin with non-transferred seeds, Sedar enhances code coverage by 72.46%-214.84% and 21.40%-194.46%; compared to SQUIRREL and Griffin with native test cases of these DBMSs as initial seeds, incorporating the transferred seeds of Sedar results in an improvement in code coverage by 4.90%-16.20% and 9.73%-28.41 %. Moreover, Sedar discovered 70 new vulnerabilities, with 60 out of them being uniquely found by Sedar with transferred seeds, and 19 of them have been assigned with CVEs.",1558-1225,979-8-4007-0217-4,10.1145/3597503.3639210,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10548854,DBMS Fuzzing;Initial Seeds;Vulnerability Detection,Structured Query Language;Codes;Databases;Computer bugs;Fuzzing;Space exploration;Grammar,,,,48,,14 Jun 2024,,,IEEE,IEEE Conferences,True
EAGLE: Creating Equivalent Graphs to Test Deep Learning Libraries,J. Wang; T. Lutellier; S. Qian; H. V. Pham; L. Tan,"Purdue University, West Lafayette, USA; University of Waterloo, Waterloo, Canada; Purdue University, West Lafayette, USA; University of Waterloo, Waterloo, Canada; Purdue University, West Lafayette, USA",2022 IEEE/ACM 44th International Conference on Software Engineering (ICSE),20 Jun 2022,2022,,,798,810,"Testing deep learning (DL) software is crucial and challenging. Recent approaches use differential testing to cross-check pairs of implementations of the same functionality across different libraries. Such approaches require two DL libraries implementing the same functionality, which is often unavailable. In addition, they rely on a high-level library, Keras, that implements missing functionality in all supported DL libraries, which is prohibitively expensive and thus no longer maintained. To address this issue, we propose EAGLE, a new technique that uses differential testing in a different dimension, by using equivalent graphs to test a single DL implementation (e.g., a single DL library). Equivalent graphs use different Application Programming Interfaces (APIs), data types, or optimizations to achieve the same functionality. The rationale is that two equivalent graphs executed on a single DL implementation should produce identical output given the same input. Specifically, we design 16 new DL equivalence rules and propose a technique, EAGLE, that (1) uses these equivalence rules to build concrete pairs of equivalent graphs and (2) cross-checks the output of these equivalent graphs to detect inconsistency bugs in a DL library. Our evaluation on two widely-used DL libraries, i.e., Tensor Flow and PyTorch, shows that EAGLE detects 25 bugs (18 in Tensor Flow and 7 in PyTorch), including 13 previously unknown bugs.",1558-1225,978-1-4503-9221-1,10.1145/3510003.3510165,NSF(grant numbers:2006688); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9794119,software testing;deep learning;differential testing;graph equivalence,Deep learning;Tensors;Computer bugs;Libraries;Software;Optimization;Testing,,6,,49,,20 Jun 2022,,,IEEE,IEEE Conferences,True
VULGEN: Realistic Vulnerability Generation Via Pattern Mining and Deep Learning,Y. Nong; Y. Ou; M. Pradel; F. Chen; H. Cai,"Washington State University, Pullman, WA, USA; The University of Texas at Dallas, Richardson, TX, USA; University of Stuttgart, Stuttgart, Germany; The University of Texas at Dallas, Richardson, TX, USA; Washington State University, Pullman, WA, USA",2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),14 Jul 2023,2023,,,2527,2539,"Building new, powerful data-driven defenses against prevalent software vulnerabilities needs sizable, quality vulnerability datasets, so does large-scale benchmarking of existing defense solutions. Automatic data generation would promisingly meet the need, yet there is little work aimed to generate much-needed quality vulnerable samples. Meanwhile, existing similar and adaptable techniques suffer critical limitations for that purpose. In this paper, we present VULGEN, the first injection-based vulnerability-generation technique that is not limited to a particular class of vulnerabilities. VULGEN combines the strengths of deterministic (pattern-based) and probabilistic (deep-learning/DL-based) program transformation approaches while mutually overcoming respective weaknesses. This is achieved through close collaborations between pattern mining/application and DL-based injection localization, which separates the concerns with how and where to inject. By leveraging large, pretrained programming language modeling and only learning locations, VULGEN mitigates its own needs for quality vulnerability data (for training the localization model). Extensive evaluations show that VULGEN significantly outperforms a state-of-the-art (SOTA) pattern-based peer technique as well as both Transformer- and GNN-based approaches in terms of the percentages of generated samples that are vulnerable and those also exactly matching the ground truth (by 38.0-430.1% and 16.3-158.2%, respectively). The VULGEN-generated samples led to substantial performance improvements for two SOTA DL-based vulnerability detectors (by up to 31.8% higher in F1), close to those brought by the ground-truth real-world samples and much higher than those by the same numbers of existing synthetic samples.",1558-1225,978-1-6654-5701-9,10.1109/ICSE48619.2023.00211,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172870,Software vulnerability;data generation;bug injection;pattern mining;deep learning;vulnerability detection,Training;Location awareness;Detectors;Benchmark testing;Probabilistic logic;Transformers;Software,,4,,50,IEEE,14 Jul 2023,,,IEEE,IEEE Conferences,True
XPERT: Empowering Incident Management with Query Recommendations via Large Language Models,Y. Jiang; C. Zhang; S. He; Z. Yang; M. Ma; S. Qin; Y. Kang; Y. Dang; S. Rajmohan; Q. Lin; D. Zhang,"University of Michigan, Ann-Arbor, USA; Microsoft, China; Microsoft, China; Peking University, China; Microsoft, China; Microsoft, China; Microsoft, China; Microsoft, China; Microsoft, China; Microsoft, China; Microsoft, China",2024 IEEE/ACM 46th International Conference on Software Engineering (ICSE),14 Jun 2024,2024,,,1121,1133,"Large-scale cloud systems play a pivotal role in modern IT infrastructure. However, incidents occurring within these systems can lead to service disruptions and adversely affect user experience. To swiftly resolve such incidents, on-call engineers depend on crafting domain-specific language (DSL) queries to analyze telemetry data. However, writing these queries can be challenging and time-consuming. This paper presents a thorough empirical study on the utilization of queries of KQL, a DSL employed for incident management in a large-scale cloud management system at MICROSOFT. The findings obtained underscore the importance and viability of KQL queries recommendation to enhance incident management. Building upon these valuable insights, we introduce XPERT, an end-to-end machine learning framework that automates KQL recommendation process. By leveraging historical incident data and large language models, XPERT generates customized KQL queries tailored to new incidents. Furthermore, XPERT incorporates a novel performance metric called XCORE, enabling a thorough evaluation of query quality from three comprehensive perspectives. We conduct extensive evaluations of XPERT, demonstrating its effectiveness in offline settings. Notably, we deploy XPERT in the real production environment of a large-scale incident management system in MICROSOFT, validating its efficiency in supporting incident management. To the best of our knowledge, this paper represents the first empirical study of its kind, and XPERT stands as a pioneering DSL query recommendation framework designed for incident management.",1558-1225,979-8-4007-0217-4,10.1145/3597503.3639081,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10548240,Incident Management;Query Generation;Large Language Model,Measurement;Knowledge engineering;Production;Machine learning;Writing;User experience;Software reliability,,,,72,,14 Jun 2024,,,IEEE,IEEE Conferences,True
Log-based Anomaly Detection with Deep Learning: How Far Are We?,V. -H. Le; H. Zhang,"The University of Newcastle, NSW, Australia; The University of Newcastle, NSW, Australia",2022 IEEE/ACM 44th International Conference on Software Engineering (ICSE),20 Jun 2022,2022,,,1356,1367,"Software-intensive systems produce logs for troubleshooting pur-poses. Recently, many deep learning models have been proposed to automatically detect system anomalies based on log data. These models typically claim very high detection accuracy. For example, most models report an F-measure greater than 0.9 on the commonly-used HDFS dataset. To achieve a profound understanding of how far we are from solving the problem of log-based anomaly detection, in this paper, we conduct an in-depth analysis of five state-of-the-art deep learning-based models for detecting system anomalies on four public log datasets. Our experiments focus on several aspects of model evaluation, including training data selection, data grouping, class distribution, data noise, and early detection ability. Our re-sults point out that all these aspects have significant impact on the evaluation, and that all the studied models do not always work well. The problem of log-based anomaly detection has not been solved yet. Based on our findings, we also suggest possible future work.",1558-1225,978-1-4503-9221-1,10.1145/3510003.3510155,"Australian Research Council (ARC) Discovery(grant numbers:DP200102940,DP220103044); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9794117,Anomaly Detection;Log Analysis;Log Parsing;Deep Learning,Deep learning;Analytical models;Codes;Training data;Data models;Anomaly detection;Software engineering,,53,,55,,20 Jun 2022,,,IEEE,IEEE Conferences,True
Better Automatic Program Repair by Using Bug Reports and Tests Together,M. Motwani; Y. Brun,"University of Massachusetts, Amherst, Massachusetts, USA; University of Massachusetts, Amherst, Massachusetts, USA",2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),14 Jul 2023,2023,,,1225,1237,"Automated program repair is already deployed in industry, but concerns remain about repair quality. Recent research has shown that one of the main reasons repair tools produce incorrect (but seemingly correct) patches is imperfect fault localization (FL). This paper demonstrates that combining information from natural-language bug reports and test executions when localizing faults can have a significant positive impact on repair quality. For example, existing repair tools with such FL are able to correctly repair 7 defects in the Defects4J benchmark that no prior tools have repaired correctly. We develop, Blues, the first information-retrieval-based, statement-level FL technique that requires no training data. We further develop RAFL, the first unsupervised method for combining multiple FL techniques, which outperforms a supervised method. Using RAFL, we create SBIR by combining Blues with a spectrum-based (SBFL) technique. Evaluated on 815 real-world defects, SBIR consistently ranks buggy statements higher than its underlying techniques. We then modify three state-of-the-art repair tools, Arja, SequenceR, and SimFix, to use SBIR, SBFL, and Blues as their internal FL. We evaluate the quality of the produced patches on 689 real-world defects. Arja and SequenceR significantly benefit from SBIR: Arja using SBIR correctly repairs 28 defects, but only 21 using SBFL, and only 15 using Blues; SequenceR using SBIR correctly repairs 12 defects, but only 10 using SBFL, and only 4 using Blues. SimFix, (which has internal mechanisms to overcome poor FL), correctly repairs 30 defects using SBIR and SBFL, but only 13 using Blues. Our work is the first investigation of simultaneously using multiple software artifacts for automated program repair, and our promising findings suggest future research in this directions is likely to be fruitful.",1558-1225,978-1-6654-5701-9,10.1109/ICSE48619.2023.00109,"National Science Foundation(grant numbers:CCF-1763423,CCF-2210243); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172693,Automatic Program repair;Information retrieval based fault localization;Debugging;fault localization,Location awareness;Industries;Computer bugs;Training data;Maintenance engineering;Benchmark testing;Software,,6,,32,IEEE,14 Jul 2023,,,IEEE,IEEE Conferences,True
Enabling dynamic metamodels through constraint-driven modeling,A. Demuth,"Institute for Systems Engineering and Automation, Johannes Kepler University Linz, Austria",2012 34th International Conference on Software Engineering (ICSE),28 Jun 2012,2012,,,1622,1624,"Metamodels are commonly used in Model-Driven Engineering to define available model elements and structures. However, metamodels are likely to change during development for various reasons like requirement changes or evolving domain knowledge. Updating a metamodel typically leads to non-conformance issues with existing models. Hence, evolution strategies must be developed. Additionally, the tool implementation must also be updated to support the evolved metamodel. We propose the use of metamodel-independent tools with unified modeling concepts for working with all kinds of metamodels and models. By applying the Constraint-Driven Modeling approach and generating model constraints from metamodels automatically, we solve the described issues and enable dynamic, evolving metamodels. A prototype implementation has shown the feasibility of the approach and performance tests suggest that it also scales with increasing model sizes.",1558-1225,978-1-4673-1067-3,10.1109/ICSE.2012.6227223,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6227223,Dynamic metamodeling;metamodel evolution;constraints;model consistency,Unified modeling language;Load modeling;Adaptation models;Runtime;Prototypes;Metamodeling,,1,,18,IEEE,28 Jun 2012,,,IEEE,IEEE Conferences,True
Enhancing Deep Learning-based Vulnerability Detection by Building Behavior Graph Model,B. Yuan; Y. Lu; Y. Fang; Y. Wu; D. Zou; Z. Li; Z. Li; H. Jin,"School of Cyber Science and Engineering, Huazhong University of Science and Technology, China; School of Cyber Science and Engineering, Huazhong University of Science and Technology, China; School of Cyber Science and Engineering, Huazhong University of Science and Technology, China; Nanyang Technological University, Singapore; School of Cyber Science and Engineering, Huazhong University of Science and Technology, China; School of Cyber Science and Engineering, Huazhong University of Science and Technology, China; School of Cyber Science and Engineering, Huazhong University of Science and Technology, China; School of Computer Science and Technology, Huazhong University of Science and Technology, China",2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),14 Jul 2023,2023,,,2262,2274,"Software vulnerabilities have posed huge threats to the cyberspace security, and there is an increasing demand for automated vulnerability detection (VD). In recent years, deep learning-based (DL-based) vulnerability detection systems have been proposed for the purpose of automatic feature extraction from source code. Although these methods can achieve ideal performance on synthetic datasets, the accuracy drops a lot when detecting real-world vulnerability datasets. Moreover, these approaches limit their scopes within a single function, being not able to leverage the information between functions. In this paper, we attempt to extract the function's abstract behaviors, figure out the relationships between functions, and use this global information to assist DL-based VD to achieve higher performance. To this end, we build a Behavior Graph Model and use it to design a novel framework, namely VulBG. To examine the ability of our constructed Behavior Graph Model, we choose several existing DL-based VD models (e.g., TextCNN, ASTGRU, CodeBERT, Devign, and VulCNN) as our baseline models and conduct evaluations on two real-world datasets: the balanced $\text{FFMpeg}+\text{Qemu}$ dataset and the unbalanced $\text{Chrome} +\text{Debian}$ dataset. Experimental results indicate that VulBG enables all baseline models to detect more real vulnerabilities, thus improving the overall detection performance.",1558-1225,978-1-6654-5701-9,10.1109/ICSE48619.2023.00190,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172844,Vulnerability Detection;Behavior Graph;Deep Learning,Source coding;Buildings;Cyberspace;Feature extraction;Software;Behavioral sciences;Security,,4,,61,IEEE,14 Jul 2023,,,IEEE,IEEE Conferences,True
DeMistify: Identifying On-Device Machine Learning Models Stealing and Reuse Vulnerabilities in Mobile Apps,P. Ren; C. Zuo; X. Liu; W. Diao; Q. Zhao; S. Guo,"School of Cyber Science and Technology, Shandong University; Ohio State University; School of Cyber Science and Technology, Shandong University; School of Cyber Science and Technology, Shandong University; City University of Hong Kong; School of Cyber Science and Technology, Shandong University",2024 IEEE/ACM 46th International Conference on Software Engineering (ICSE),14 Jun 2024,2024,,,479,491,"Mobile apps have become popular for providing artificial intelligence (AI) services via on-device machine learning (ML) techniques. Unlike accomplishing these AI services on remote servers traditionally, these on-device techniques process sensitive information required by AI services locally, which can mitigate the severe con-cerns of the sensitive data collection on the remote side. However, these on-device techniques have to push the core of ML expertise (e.g., models) to smartphones locally, which are still subject to similar vulnerabilities on the remote clouds and servers, especially when facing the model stealing attack. To defend against these attacks, developers have taken various protective measures. Unfor-tunately, we have found that these protections are still insufficient, and on-device ML models in mobile apps could be extracted and reused without limitation. To better demonstrate its inadequate protection and the feasibility of this attack, this paper presents DeMistify, which statically locates ML models within an app, slices relevant execution components, and finally generates scripts auto-matically to instrument mobile apps to successfully steal and reuse target ML models freely. To evaluate DeMistify and demonstrate its applicability, we apply it on 1,511 top mobile apps using on-device ML expertise for several ML services based on their install numbers from Google Play and DeMistify can successfully execute 1250 of them (82.73%). In addition, an in-depth study is conducted to understand the on-device ML ecosystem in the mobile application.",1558-1225,979-8-4007-0217-4,10.1145/3597503.3623325,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10548087,Android App;Machine Learning;On-device Model Reuse;Program Analysis,Analytical models;Biological system modeling;Ecosystems;Machine learning;Mobile applications;Servers;Task analysis,,1,,61,,14 Jun 2024,,,IEEE,IEEE Conferences,True
DeepFD: Automated Fault Diagnosis and Localization for Deep Learning Programs,J. Cao; M. Li; X. Chen; M. Wen; Y. Tian; B. Wu; S. -C. Cheung,"The Hong Kong University of Science and Technology, and Guangzhou HKUST Fok Ying Tung Research Institute, China; The Hong Kong University of Science and Technology, China; The Hong Kong University of Science and Technology, China; The Hong Kong University of Science and Technology, China; University of Waterloo, Canada, and The Hong Kong University of Science and Technology, China; MIT-IBM Watson AI Lab, U.S.; The Hong Kong University of Science and Technology, and Guangzhou HKUST Fok Ying Tung Research Institute, China",2022 IEEE/ACM 44th International Conference on Software Engineering (ICSE),20 Jun 2022,2022,,,573,585,"As Deep Learning (DL) systems are widely deployed for mission-critical applications, debugging such systems becomes essential. Most existing works identify and repair suspicious neurons on the trained Deep Neural Network (DNN), which, unfortunately, might be a detour. Specifically, several existing studies have reported that many unsatisfactory behaviors are actually originated from the faults residing in DL programs. Besides, locating faulty neurons is not actionable for developers, while locating the faulty statements in DL programs can provide developers with more useful information for debugging. Though a few recent studies were proposed to pinpoint the faulty statements in DL programs or the training settings (e.g. too large learning rate), they were mainly designed based on predefined rules, leading to many false alarms or false negatives, especially when the faults are beyond their capabilities. In view of these limitations, in this paper, we proposed DeepFD, a learning-based fault diagnosis and localization framework which maps the fault localization task to a learning problem. In particu-lar, it infers the suspicious fault types via monitoring the runtime features extracted during DNN model training, and then locates the diagnosed faults in DL programs. It overcomes the limitations by identifying the root causes of faults in DL programs instead of neurons, and diagnosing the faults by a learning approach instead of a set of hard-coded rules. The evaluation exhibits the potential of DeepFD. It correctly diagnoses 52% faulty DL programs, compared with around half (27%) achieved by the best state-of-the-art works. Besides, for fault localization, DeepFD also outperforms the existing works, correctly locating 42% faulty programs, which almost doubles the best result (23%) achieved by the existing works.",1558-1225,978-1-4503-9221-1,10.1145/3510003.3510099,"National Natural Science Foundation of China(grant numbers:61932021,62002125); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793970,Neural Networks;Fault Diagnosis;Fault Localization;Debugging,Location awareness;Fault diagnosis;Deep learning;Training;Runtime;Neurons;Debugging,,10,,73,,20 Jun 2022,,,IEEE,IEEE Conferences,True
MirrorTaint: Practical Non-intrusive Dynamic Taint Tracking for JVM-based Microservice Systems,Y. Ouyang; K. Shao; K. Chen; R. Shen; C. Chen; M. Xu; Y. Zhang; L. Zhang,"University of Illinois, Urbana-Champaign, USA; Ant Group, Shanghai, China; Southern University of Science and Technology, Shenzhen, China; Peking University, Beijing, China; Ant Group, Shanghai, China; Ant Group, Shanghai, China; Southern University of Science and Technology, Shenzhen, China; University of Illinois, Urbana-Champaign, USA",2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),14 Jul 2023,2023,,,2514,2526,"Taint analysis, i.e., labeling data and propagating the labels through data flows, has been widely used for analyzing program information flows and ensuring system/data security. Due to its important applications, various taint analysis techniques have been proposed, including static and dynamic taint analysis. However, existing taint analysis techniques can be hardly applied to the rising microservice systems for industrial applications. To address such a problem, in this paper, we proposed the first practical non-intrusive dynamic taint analysis technique MirrorTaint for extensively supporting microservice systems on JVMs. In particular, by instrumenting the microservice systems, MirrorTaint constructs a set of data structures with their respective policies for labeling/propagating taints in its mirrored space. Such data structures are essentially non-intrusive, i.e., modifying no program meta-data or runtime system. Then, during program execution, MirrorTaint replicates the stack-based JVM instruction execution in its mirrored space on-the-fly for dynamic taint tracking. We have evaluated MirrorTaint against state-of-the-art dynamic and static taint analysis systems on various popular open-source microservice systems. The results demonstrate that MirrorTaint can achieve better compatibility, quite close precision and higher recall (97.9%/100.0%) than state-of-the-art Phosphor (100.0%/9.9%) and FlowDroid (100%/28.2%). Also, MirrorTaint incurs lower runtime overhead than Phosphor (although both are dynamic techniques). Moreover, we have performed a case study in Ant Group, a global billion-user FinTech company, to compare MirrorTaint and their mature developer-experience-based data checking system for automatically generated fund documents. The result shows that the developer experience can be incomplete, causing the data checking system to only cover 84.0% total data relations, while MirrorTaint can automatically find 99.0% relations with 100.0% precision. Lastly, we also applied MirrorTaint to successfully detect a recently wide-spread Log4j2 security vulnerability.",1558-1225,978-1-6654-5701-9,10.1109/ICSE48619.2023.00210,"National Natural Science Foundation of China(grant numbers:61902169); Guangdong Provincial Key Laboratory(grant numbers:2020B121201001); NSF(grant numbers:CCF-2131943,CCF-2141474); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172616,dynamic taint analysis;microservice;JVM,Runtime;Instruments;Phosphors;Microservice architectures;Companies;Aerospace electronics;Benchmark testing,,1,,62,IEEE,14 Jul 2023,,,IEEE,IEEE Conferences,True
CC: Causality-Aware Coverage Criterion for Deep Neural Networks,Z. Ji; P. Ma; Y. Yuan; S. Wang,"The Hong Kong University of Science and Technology, Hong Kong, China; The Hong Kong University of Science and Technology, Hong Kong, China; The Hong Kong University of Science and Technology, Hong Kong, China; The Hong Kong University of Science and Technology, Hong Kong, China",2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),14 Jul 2023,2023,,,1788,1800,"Deep neural network (DNN) testing approaches have grown fast in recent years to test the correctness and robustness of DNNs. In particular, DNN coverage criteria are frequently used to evaluate the quality of a test suite, and a number of coverage criteria based on neuron-wise, layer-wise, and path-/trace-wise coverage patterns have been published to date. However, we see that existing criteria are insufficient to represent how one neuron would influence subsequent neurons; hence, we lack a concept of how neurons, when functioning as causes and effects, might jointly make a DNN prediction. Given recent advances in interpreting DNN internals using causal inference, we present the first causality-aware DNN coverage criterion, which evaluates a test suite by quantifying the extent to which the suite provides new causal relations for testing DNNs. Performing standard causal inference on DNNs presents both theoretical and practical hurdles. We introduce CC (causal coverage), a practical and efficient coverage criterion that integrates a set of optimizations using DNN domain-specific knowledge. We illustrate the efficacy of CC using diverse, real-world inputs and adversarial inputs, such as adversarial examples (AEs) and backdoor inputs. We demonstrate that CC outperforms previous DNN criteria under various settings with moderate cost.",1558-1225,978-1-6654-5701-9,10.1109/ICSE48619.2023.00153,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172609,machine learning testing;Causality Analysis;Software Engineering,Costs;Neurons;Artificial neural networks;Robustness;Optimization;Standards;Testing,,6,,58,IEEE,14 Jul 2023,,,IEEE,IEEE Conferences,True
A Comprehensive Study of Real-World Bugs in Machine Learning Model Optimization,H. Guan; Y. Xiao; J. Li; Y. Liu; G. Bai,"The University of Queensland, Brisbane, Australia; Southern University of Science and Technology, Shenzhen, China; Microsoft Software Technology Center Asia, Beijing, China; Southern University of Science and Technology, Shenzhen, China; The University of Queensland, Brisbane, Australia",2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),14 Jul 2023,2023,,,147,158,"Due to the great advance in machine learning (ML) techniques, numerous ML models are expanding their application domains in recent years. To adapt for resource-constrained platforms such as mobile and Internet of Things (IoT) devices, pre-trained models are often processed to enhance their efficiency and compactness, using optimization techniques such as pruning and quantization. Similar to the optimization process in other complex systems, e.g., program compilers and databases, optimizations for ML models can contain bugs, leading to severe consequences such as system crashes and financial loss. While bugs in training, compiling and deployment stages have been extensively studied, there is still a lack of systematic understanding and characterization of model optimization bugs (MOBs). In this work, we conduct the first empirical study to identify and characterize MOBs. We collect a comprehensive dataset containing 371 MOBs from TensorFlow and PyTorch, the most extensively used open-source ML frameworks, covering the entire development time span of their optimizers (May 2019 to August 2022). We then investigate the collected bugs from various perspectives, including their symptoms, root causes, life cycles, detection and fixes. Our work unveils the status quo of MOBs in the wild, and reveals their features on which future detection techniques can be based. Our findings also serve as a warning to the developers and the users of ML frameworks, and an appeal to our research community to enact dedicated countermeasures.",1558-1225,978-1-6654-5701-9,10.1109/ICSE48619.2023.00024,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172690,Machine Learning;Model Optimization;Bugs,Training;Adaptation models;Analytical models;Systematics;Computer bugs;Machine learning;Internet of Things,,5,,54,IEEE,14 Jul 2023,,,IEEE,IEEE Conferences,True
Rete: Learning Namespace Representation for Program Repair,N. Parasaram; E. T. Barr; S. Mechtaev,"University College London, London, United Kingdom; University College London, London, United Kingdom; University College London, London, United Kingdom",2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),14 Jul 2023,2023,,,1264,1276,"A key challenge of automated program repair is finding correct patches in the vast search space of candidate patches. Real-world programs define large namespaces of variables that considerably contributes to the search space explosion. Existing program repair approaches neglect information about the program namespace, which makes them inefficient and increases the chance of test-overfitting. We propose Rete, a new program repair technique, that learns project-independent information about program namespace and uses it to navigate the search space of patches. Rete uses a neural network to extract project-independent information about variable CDU chains, def-use chains augmented with control flow. Then, it ranks patches by jointly ranking variables and the patch templates into which the variables are inserted. We evaluated Rete on 142 bugs extracted from two datasets, ManyBugs and BugsInPy. Our experiments demonstrate that ReTe generates six new correct patches that fix bugs that previous tools did not repair, an improvement of 31% and 59% over the existing state of the art.",1558-1225,978-1-6654-5701-9,10.1109/ICSE48619.2023.00112,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172760,Program Repair;Deep Learning;Patch Prioritisation;Variable Representation,Navigation;Computer bugs;Neural networks;Maintenance engineering;Aerospace electronics;Explosions;Data mining,,4,,73,IEEE,14 Jul 2023,,,IEEE,IEEE Conferences,True
When and Why Test Generators for Deep Learning Produce Invalid Inputs: an Empirical Study,V. Riccio; P. Tonella,"Università della Svizzera italiana, Lugano, Switzerland; Università della Svizzera italiana, Lugano, Switzerland",2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),14 Jul 2023,2023,,,1161,1173,"Testing Deep Learning (DL) based systems inherently requires large and representative test sets to evaluate whether DL systems generalise beyond their training datasets. Diverse Test Input Generators (TIGs) have been proposed to produce artificial inputs that expose issues of the DL systems by triggering misbehaviours. Unfortunately, such generated inputs may be invalid, i.e., not recognisable as part of the input domain, thus providing an unreliable quality assessment. Automated validators can ease the burden of manually checking the validity of inputs for human testers, although input validity is a concept difficult to formalise and, thus, automate. In this paper, we investigate to what extent TIGs can generate valid inputs, according to both automated and human validators. We conduct a large empirical study, involving 2 different automated validators, 220 human assessors, 5 different TIGs and 3 classification tasks. Our results show that 84% artificially generated inputs are valid, according to automated validators, but their expected label is not always preserved. Automated validators reach a good consensus with humans (78% accuracy), but still have limitations when dealing with feature-rich datasets.",1558-1225,978-1-6654-5701-9,10.1109/ICSE48619.2023.00104,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172704,software testing;deep learning,Deep learning;Training;Generators;Software;Quality assessment;Task analysis;Testing,,11,,61,IEEE,14 Jul 2023,,,IEEE,IEEE Conferences,True
